Mach,Altitude,PowerCode,Thrust,RamDrag,FuelFlow,EINox,ThrustNet,TSFC,,,Mach,Altitude,PowerCode,,Thrust_Equation (lb),TSFC_Equation (lb/lb/hr)
0.85,35000,24,31212.8,27978.8,2776.9,0.85865,3234,0.858658009,,,,,,,,
0.85,35000,22,28468.2,26620.2,2182.3,1.18091,1848,1.180898268,,,,,,,,
0.85,35000,21,27035.4,22202.9,550.9,1.6286,4832.5,0.113998965,,,,,,,,
0.9,35000,50,69000.2,45359.4,14113.2,0.59699,23640.8,0.596984874,,,,,,,,
0.9,35000,48,66836.3,44771.5,12891.4,0.58425,22064.8,0.58425184,,,,,,,,
0.9,35000,46,64565.1,44076.4,11769.9,0.57446,20488.7,0.574458116,,,,,,,,
0.9,35000,42,59634.9,42298.3,9846.7,0.56797,17336.6,0.567971805,,,,,,,,
0.9,35000,38,54382,40197.6,8204.9,0.57844,14184.4,0.578445334,,,,,,,,
0.9,35000,34,48964.9,37932.6,6647.5,0.60255,11032.3,0.602548879,,,,,,,,
0.9,35000,30,43374.2,35493.9,5144.6,0.65285,7880.3,0.652843166,,,,,,,,
0.9,35000,26,37478.4,32750.3,3700.6,0.78267,4728.1,0.782682261,,,,,,,,
0.9,35000,24,34738.4,31428.7,3057,0.92365,3309.7,0.923648669,,,,,,,,
0.9,35000,22,31887.1,29995.8,2419.5,1.27929,1891.3,1.279278803,,,,,,,,
0.9,35000,21,30416.1,25276.8,549.5,1.77301,5139.3,0.106921176,,,,,,,,
0.6,39000,50,36643.1,19258.6,8473.6,0.48742,17384.5,0.487422704,,,,,,,,
0.6,39000,48,35180.4,18954.9,7637.3,0.4707,16225.5,0.470697359,,,,,,,,
0.6,39000,46,33649.8,18583.3,6935.5,0.46032,15066.5,0.460325889,,,,,,,,
0.6,39000,42,30422.7,17674.1,5844.1,0.45841,12748.6,0.45841112,,,,,,,,
0.6,39000,38,27113.2,16682.5,4809.8,0.46112,10430.7,0.46111958,,,,,,,,
0.6,39000,34,23689.2,15576.4,3849.8,0.47454,8112.8,0.47453407,,,,,,,,
0.6,39000,30,20117.5,14322.7,2937.6,0.50694,5794.8,0.506937254,,,,,,,,
0.6,39000,26,16321.5,12844.6,2046.5,0.58861,3476.9,0.588599039,,,,,,,,
0.6,39000,24,14506.2,12072.3,1662.9,0.68327,2433.9,0.683224455,,,,,,,,
0.6,39000,22,12596.9,11206.1,1281.4,0.92137,1390.8,0.921340236,,,,,,,,
0.6,39000,21,11592.3,9120.2,587.2,1.26488,2472.1,0.237530844,,,,,,,,
0.65,39000,50,39150.8,21653,8871.8,0.50703,17497.8,0.50702374,,,,,,,,
0.65,39000,48,37654.4,21323.1,8007.8,0.49034,16331.3,0.490334511,,,,,,,,
0.65,39000,46,36089,20924.3,7260.7,0.47879,15164.7,0.478789557,,,,,,,,
0.65,39000,42,32758.3,19926.6,6110.2,0.47618,12831.7,0.476180085,,,,,,,,
0.65,39000,38,29320.9,18822.3,5083.3,0.48418,10498.6,0.484188368,,,,,,,,
0.65,39000,34,25809.3,17643.7,4047.8,0.49571,8165.6,0.495713726,,,,,,,,
0.65,39000,30,22131.8,16299.2,3093.1,0.53032,5832.6,0.530312382,,,,,,,,
0.65,39000,26,18248.7,14749.2,2169.2,0.61985,3499.5,0.61985998,,,,,,,,
0.65,39000,24,16376,13926.3,1769.8,0.72246,2449.7,0.722455811,,,,,,,,
0.65,39000,22,14409.1,13009.3,1368.7,0.97774,1399.8,0.97778254,,,,,,,,
0.65,39000,21,13376.3,10653.1,591.5,1.34623,2723.2,0.217207697,,,,,,,,
0.7,39000,50,41957.3,24243.7,9324.5,0.5264,17713.6,0.526403441,,,,,,,,
0.7,39000,48,40420.6,23887.9,8448.5,0.51102,16532.7,0.511017559,,,,,,,,
0.7,39000,46,38822.7,23470.9,7659,0.4989,15351.8,0.498899152,,,,,,,,
0.7,39000,42,35380.7,22390.7,6419.2,0.49416,12990,0.494164742,,,,,,,,
0.7,39000,38,31800.6,21172.4,5341.6,0.50259,10628.2,0.502587456,,,,,,,,
0.7,39000,34,28140.9,19874.5,4287.4,0.51866,8266.4,0.518653828,,,,,,,,
0.7,39000,30,24352.2,18447.7,3270.7,0.55393,5904.5,0.553933441,,,,,,,,
0.7,39000,26,20346.4,16803.7,2307.1,0.65123,3542.7,0.651226466,,,,,,,,
